"msa","name_msa","fipstate","fipscty","name_county"
"17200","Claremont-Lebanon, NH-VT Micro Area","33","019","Sullivan County, New Hampshire"
"17200","Claremont-Lebanon, NH-VT Micro Area","50","017","Orange County, Vermont"
"17200","Claremont-Lebanon, NH-VT Micro Area","50","027","Windsor County, Vermont"
"17220","Clarksburg, WV Micro Area","54","017","Doddridge County, West Virginia"
"17220","Clarksburg, WV Micro Area","54","033","Harrison County, West Virginia"
"17220","Clarksburg, WV Micro Area","54","091","Taylor County, West Virginia"
"17260","Clarksdale, MS Micro Area","28","027","Coahoma County, Mississippi"
"17300","Clarksville, TN-KY Metro Area","21","047","Christian County, Kentucky"
"17300","Clarksville, TN-KY Metro Area","21","221","Trigg County, Kentucky"
"17300","Clarksville, TN-KY Metro Area","47","125","Montgomery County, Tennessee"
"17340","Clearlake, CA Micro Area","06","033","Lake County, California"
"17380","Cleveland, MS Micro Area","28","011","Bolivar County, Mississippi"
"17420","Cleveland, TN Metro Area","47","011","Bradley County, Tennessee"
"17420","Cleveland, TN Metro Area","47","139","Polk County, Tennessee"
"17460","Cleveland-Elyria, OH Metro Area","39","035","Cuyahoga County, Ohio"
"17460","Cleveland-Elyria, OH Metro Area","39","055","Geauga County, Ohio"
"17460","Cleveland-Elyria, OH Metro Area","39","085","Lake County, Ohio"
"17460","Cleveland-Elyria, OH Metro Area","39","093","Lorain County, Ohio"
"17460","Cleveland-Elyria, OH Metro Area","39","103","Medina County, Ohio"
"17500","Clewiston, FL Micro Area","12","051","Hendry County, Florida"
"17540","Clinton, IA Micro Area","19","045","Clinton County, Iowa"
"17580","Clovis, NM Micro Area","35","009","Curry County, New Mexico"
"17660","Coeur d'Alene, ID Metro Area","16","055","Kootenai County, Idaho"
"17700","Coffeyville, KS Micro Area","20","125","Montgomery County, Kansas"
"17740","Coldwater, MI Micro Area","26","023","Branch County, Michigan"
"17780","College Station-Bryan, TX Metro Area","48","041","Brazos County, Texas"
"17780","College Station-Bryan, TX Metro Area","48","051","Burleson County, Texas"
"17780","College Station-Bryan, TX Metro Area","48","395","Robertson County, Texas"
"17820","Colorado Springs, CO Metro Area","08","041","El Paso County, Colorado"
"17820","Colorado Springs, CO Metro Area","08","119","Teller County, Colorado"
"17860","Columbia, MO Metro Area","29","019","Boone County, Missouri"
"17900","Columbia, SC Metro Area","45","017","Calhoun County, South Carolina"
"17900","Columbia, SC Metro Area","45","039","Fairfield County, South Carolina"
"17900","Columbia, SC Metro Area","45","055","Kershaw County, South Carolina"
"17900","Columbia, SC Metro Area","45","063","Lexington County, South Carolina"
"17900","Columbia, SC Metro Area","45","079","Richland County, South Carolina"
"17900","Columbia, SC Metro Area","45","081","Saluda County, South Carolina"
"17980","Columbus, GA-AL Metro Area","01","113","Russell County, Alabama"
"17980","Columbus, GA-AL Metro Area","13","053","Chattahoochee County, Georgia"
"17980","Columbus, GA-AL Metro Area","13","145","Harris County, Georgia"
"17980","Columbus, GA-AL Metro Area","13","197","Marion County, Georgia"
"17980","Columbus, GA-AL Metro Area","13","215","Muscogee County, Georgia"
"18020","Columbus, IN Metro Area","18","005","Bartholomew County, Indiana"
"18060","Columbus, MS Micro Area","28","087","Lowndes County, Mississippi"
"18100","Columbus, NE Micro Area","31","141","Platte County, Nebraska"
"18140","Columbus, OH Metro Area","39","041","Delaware County, Ohio"
"18140","Columbus, OH Metro Area","39","045","Fairfield County, Ohio"
"18140","Columbus, OH Metro Area","39","049","Franklin County, Ohio"
"18140","Columbus, OH Metro Area","39","073","Hocking County, Ohio"
"18140","Columbus, OH Metro Area","39","089","Licking County, Ohio"
"18140","Columbus, OH Metro Area","39","097","Madison County, Ohio"
"18140","Columbus, OH Metro Area","39","117","Morrow County, Ohio"
"18140","Columbus, OH Metro Area","39","127","Perry County, Ohio"
"18140","Columbus, OH Metro Area","39","129","Pickaway County, Ohio"
"18140","Columbus, OH Metro Area","39","159","Union County, Ohio"
"18180","Concord, NH Micro Area","33","013","Merrimack County, New Hampshire"
"18220","Connersville, IN Micro Area","18","041","Fayette County, Indiana"
"18260","Cookeville, TN Micro Area","47","087","Jackson County, Tennessee"
"18260","Cookeville, TN Micro Area","47","133","Overton County, Tennessee"
"18260","Cookeville, TN Micro Area","47","141","Putnam County, Tennessee"
"18300","Coos Bay, OR Micro Area","41","011","Coos County, Oregon"
"18380","Cordele, GA Micro Area","13","081","Crisp County, Georgia"
"18420","Corinth, MS Micro Area","28","003","Alcorn County, Mississippi"
"18460","Cornelia, GA Micro Area","13","137","Habersham County, Georgia"
"18500","Corning, NY Micro Area","36","101","Steuben County, New York"
"18580","Corpus Christi, TX Metro Area","48","007","Aransas County, Texas"
"18580","Corpus Christi, TX Metro Area","48","355","Nueces County, Texas"
"18580","Corpus Christi, TX Metro Area","48","409","San Patricio County, Texas"
"18620","Corsicana, TX Micro Area","48","349","Navarro County, Texas"
"18660","Cortland, NY Micro Area","36","023","Cortland County, New York"
"18700","Corvallis, OR Metro Area","41","003","Benton County, Oregon"
"18740","Coshocton, OH Micro Area","39","031","Coshocton County, Ohio"
"18780","Craig, CO Micro Area","08","081","Moffat County, Colorado"
"18820","Crawfordsville, IN Micro Area","18","107","Montgomery County, Indiana"
"18860","Crescent City, CA Micro Area","06","015","Del Norte County, California"
"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","12","091","Okaloosa County, Florida"
"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","12","131","Walton County, Florida"
"18900","Crossville, TN Micro Area","47","035","Cumberland County, Tennessee"
"18980","Cullman, AL Micro Area","01","043","Cullman County, Alabama"
"19000","Cullowhee, NC Micro Area","37","099","Jackson County, North Carolina"
"19060","Cumberland, MD-WV Metro Area","24","001","Allegany County, Maryland"
"19060","Cumberland, MD-WV Metro Area","54","057","Mineral County, West Virginia"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","085","Collin County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","113","Dallas County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","121","Denton County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","139","Ellis County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","221","Hood County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","231","Hunt County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","251","Johnson County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","257","Kaufman County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","367","Parker County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","397","Rockwall County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","425","Somervell County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","439","Tarrant County, Texas"
"19100","Dallas-Fort Worth-Arlington, TX Metro Area","48","497","Wise County, Texas"
"19140","Dalton, GA Metro Area","13","213","Murray County, Georgia"
"19140","Dalton, GA Metro Area","13","313","Whitfield County, Georgia"
"19180","Danville, IL Metro Area","17","183","Vermilion County, Illinois"
"19220","Danville, KY Micro Area","21","021","Boyle County, Kentucky"
"19220","Danville, KY Micro Area","21","137","Lincoln County, Kentucky"
"19260","Danville, VA Micro Area","51","143","Pittsylvania County, Virginia"
"19260","Danville, VA Micro Area","51","590","Danville city, Virginia"
"19300","Daphne-Fairhope-Foley, AL Metro Area","01","003","Baldwin County, Alabama"
"19340","Davenport-Moline-Rock Island, IA-IL Metro Area","17","073","Henry County, Illinois"
"19340","Davenport-Moline-Rock Island, IA-IL Metro Area","17","131","Mercer County, Illinois"
"19340","Davenport-Moline-Rock Island, IA-IL Metro Area","17","161","Rock Island County, Illinois"
"19340","Davenport-Moline-Rock Island, IA-IL Metro Area","19","163","Scott County, Iowa"
"19380","Dayton, OH Metro Area","39","057","Greene County, Ohio"
"19380","Dayton, OH Metro Area","39","109","Miami County, Ohio"
"19380","Dayton, OH Metro Area","39","113","Montgomery County, Ohio"
"19420","Dayton, TN Micro Area","47","143","Rhea County, Tennessee"
"19460","Decatur, AL Metro Area","01","079","Lawrence County, Alabama"
"19460","Decatur, AL Metro Area","01","103","Morgan County, Alabama"
"19500","Decatur, IL Metro Area","17","115","Macon County, Illinois"
"19540","Decatur, IN Micro Area","18","001","Adams County, Indiana"
"19580","Defiance, OH Micro Area","39","039","Defiance County, Ohio"
"19620","Del Rio, TX Micro Area","48","465","Val Verde County, Texas"
"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","12","035","Flagler County, Florida"
"19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","12","127","Volusia County, Florida"
"19700","Deming, NM Micro Area","35","029","Luna County, New Mexico"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","001","Adams County, Colorado"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","005","Arapahoe County, Colorado"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","014","Broomfield County, Colorado"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","019","Clear Creek County, Colorado"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","031","Denver County, Colorado"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","035","Douglas County, Colorado"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","039","Elbert County, Colorado"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","047","Gilpin County, Colorado"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","059","Jefferson County, Colorado"
"19740","Denver-Aurora-Lakewood, CO Metro Area","08","093","Park County, Colorado"
"19760","DeRidder, LA Micro Area","22","011","Beauregard Parish, Louisiana"
"19780","Des Moines-West Des Moines, IA Metro Area","19","049","Dallas County, Iowa"
"19780","Des Moines-West Des Moines, IA Metro Area","19","077","Guthrie County, Iowa"
"19780","Des Moines-West Des Moines, IA Metro Area","19","121","Madison County, Iowa"
"19780","Des Moines-West Des Moines, IA Metro Area","19","153","Polk County, Iowa"
"19780","Des Moines-West Des Moines, IA Metro Area","19","181","Warren County, Iowa"
"19820","Detroit-Warren-Dearborn, MI Metro Area","26","087","Lapeer County, Michigan"
"19820","Detroit-Warren-Dearborn, MI Metro Area","26","093","Livingston County, Michigan"
"19820","Detroit-Warren-Dearborn, MI Metro Area","26","099","Macomb County, Michigan"
"19820","Detroit-Warren-Dearborn, MI Metro Area","26","125","Oakland County, Michigan"
"19820","Detroit-Warren-Dearborn, MI Metro Area","26","147","St. Clair County, Michigan"
"19820","Detroit-Warren-Dearborn, MI Metro Area","26","163","Wayne County, Michigan"
"19860","Dickinson, ND Micro Area","38","089","Stark County, North Dakota"
"19940","Dixon, IL Micro Area","17","103","Lee County, Illinois"
"19980","Dodge City, KS Micro Area","20","057","Ford County, Kansas"
"20020","Dothan, AL Metro Area","01","061","Geneva County, Alabama"
"20020","Dothan, AL Metro Area","01","067","Henry County, Alabama"
"20020","Dothan, AL Metro Area","01","069","Houston County, Alabama"
"20060","Douglas, GA Micro Area","13","069","Coffee County, Georgia"
"20100","Dover, DE Metro Area","10","001","Kent County, Delaware"
"20140","Dublin, GA Micro Area","13","167","Johnson County, Georgia"
"20140","Dublin, GA Micro Area","13","175","Laurens County, Georgia"
"20180","DuBois, PA Micro Area","42","033","Clearfield County, Pennsylvania"
"20220","Dubuque, IA Metro Area","19","061","Dubuque County, Iowa"
"20260","Duluth, MN-WI Metro Area","27","017","Carlton County, Minnesota"
"20260","Duluth, MN-WI Metro Area","27","137","St. Louis County, Minnesota"
"20260","Duluth, MN-WI Metro Area","55","031","Douglas County, Wisconsin"
"20300","Dumas, TX Micro Area","48","341","Moore County, Texas"
"20340","Duncan, OK Micro Area","40","137","Stephens County, Oklahoma"
"20380","Dunn, NC Micro Area","37","085","Harnett County, North Carolina"
"20420","Durango, CO Micro Area","08","067","La Plata County, Colorado"
"20460","Durant, OK Micro Area","40","013","Bryan County, Oklahoma"
"20500","Durham-Chapel Hill, NC Metro Area","37","037","Chatham County, North Carolina"
"20500","Durham-Chapel Hill, NC Metro Area","37","063","Durham County, North Carolina"
"20500","Durham-Chapel Hill, NC Metro Area","37","135","Orange County, North Carolina"
"20500","Durham-Chapel Hill, NC Metro Area","37","145","Person County, North Carolina"
"20540","Dyersburg, TN Micro Area","47","045","Dyer County, Tennessee"
"20580","Eagle Pass, TX Micro Area","48","323","Maverick County, Texas"
"20660","Easton, MD Micro Area","24","041","Talbot County, Maryland"
"20700","East Stroudsburg, PA Metro Area","42","089","Monroe County, Pennsylvania"
"20740","Eau Claire, WI Metro Area","55","017","Chippewa County, Wisconsin"
"20740","Eau Claire, WI Metro Area","55","035","Eau Claire County, Wisconsin"
"20780","Edwards, CO Micro Area","08","037","Eagle County, Colorado"
"20820","Effingham, IL Micro Area","17","049","Effingham County, Illinois"
"20900","El Campo, TX Micro Area","48","481","Wharton County, Texas"
"20940","El Centro, CA Metro Area","06","025","Imperial County, California"
"20980","El Dorado, AR Micro Area","05","139","Union County, Arkansas"
"21020","Elizabeth City, NC Micro Area","37","029","Camden County, North Carolina"
"21020","Elizabeth City, NC Micro Area","37","139","Pasquotank County, North Carolina"
"21020","Elizabeth City, NC Micro Area","37","143","Perquimans County, North Carolina"
"21060","Elizabethtown-Fort Knox, KY Metro Area","21","093","Hardin County, Kentucky"
"21060","Elizabethtown-Fort Knox, KY Metro Area","21","123","Larue County, Kentucky"
"21060","Elizabethtown-Fort Knox, KY Metro Area","21","163","Meade County, Kentucky"
"21120","Elk City, OK Micro Area","40","009","Beckham County, Oklahoma"
"21140","Elkhart-Goshen, IN Metro Area","18","039","Elkhart County, Indiana"
"21180","Elkins, WV Micro Area","54","083","Randolph County, West Virginia"
"21220","Elko, NV Micro Area","32","007","Elko County, Nevada"
"21220","Elko, NV Micro Area","32","011","Eureka County, Nevada"
"21260","Ellensburg, WA Micro Area","53","037","Kittitas County, Washington"
"21300","Elmira, NY Metro Area","36","015","Chemung County, New York"
"21340","El Paso, TX Metro Area","48","141","El Paso County, Texas"
"21340","El Paso, TX Metro Area","48","229","Hudspeth County, Texas"
"21380","Emporia, KS Micro Area","20","111","Lyon County, Kansas"
"21420","Enid, OK Micro Area","40","047","Garfield County, Oklahoma"
"21460","Enterprise, AL Micro Area","01","031","Coffee County, Alabama"
"21500","Erie, PA Metro Area","42","049","Erie County, Pennsylvania"
"21540","Escanaba, MI Micro Area","26","041","Delta County, Michigan"
"21580","Espatola, NM Micro Area","35","039","Rio Arriba County, New Mexico"
"21660","Eugene, OR Metro Area","41","039","Lane County, Oregon"
"21700","Eureka-Arcata-Fortuna, CA Micro Area","06","023","Humboldt County, California"
"21740","Evanston, WY Micro Area","56","041","Uinta County, Wyoming"
"21780","Evansville, IN-KY Metro Area","18","129","Posey County, Indiana"
"21780","Evansville, IN-KY Metro Area","18","163","Vanderburgh County, Indiana"
"21780","Evansville, IN-KY Metro Area","18","173","Warrick County, Indiana"
"21780","Evansville, IN-KY Metro Area","21","101","Henderson County, Kentucky"
"21820","Fairbanks, AK Metro Area","02","090","Fairbanks North Star Borough, Alaska"
"21840","Fairfield, IA Micro Area","19","101","Jefferson County, Iowa"
"21900","Fairmont, WV Micro Area","54","049","Marion County, West Virginia"
"21980","Fallon, NV Micro Area","32","001","Churchill County, Nevada"
"22020","Fargo, ND-MN Metro Area","27","027","Clay County, Minnesota"
"22020","Fargo, ND-MN Metro Area","38","017","Cass County, North Dakota"
"22060","Faribault-Northfield, MN Micro Area","27","131","Rice County, Minnesota"
"22100","Farmington, MO Micro Area","29","187","St. Francois County, Missouri"
"22140","Farmington, NM Metro Area","35","045","San Juan County, New Mexico"
"22180","Fayetteville, NC Metro Area","37","051","Cumberland County, North Carolina"
"22180","Fayetteville, NC Metro Area","37","093","Hoke County, North Carolina"
"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area","05","007","Benton County, Arkansas"
"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area","05","087","Madison County, Arkansas"
"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area","05","143","Washington County, Arkansas"
"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area","29","119","McDonald County, Missouri"
"22260","Fergus Falls, MN Micro Area","27","111","Otter Tail County, Minnesota"
"22280","Fernley, NV Micro Area","32","019","Lyon County, Nevada"
"22300","Findlay, OH Micro Area","39","063","Hancock County, Ohio"
"22340","Fitzgerald, GA Micro Area","13","017","Ben Hill County, Georgia"
"22380","Flagstaff, AZ Metro Area","04","005","Coconino County, Arizona"
"22420","Flint, MI Metro Area","26","049","Genesee County, Michigan"
"22500","Florence, SC Metro Area","45","031","Darlington County, South Carolina"
"22500","Florence, SC Metro Area","45","041","Florence County, South Carolina"
"22520","Florence-Muscle Shoals, AL Metro Area","01","033","Colbert County, Alabama"
"22520","Florence-Muscle Shoals, AL Metro Area","01","077","Lauderdale County, Alabama"
"22540","Fond du Lac, WI Metro Area","55","039","Fond du Lac County, Wisconsin"
"22580","Forest City, NC Micro Area","37","161","Rutherford County, North Carolina"
"22620","Forrest City, AR Micro Area","05","123","St. Francis County, Arkansas"
"22660","Fort Collins, CO Metro Area","08","069","Larimer County, Colorado"
"22700","Fort Dodge, IA Micro Area","19","187","Webster County, Iowa"
"22780","Fort Leonard Wood, MO Micro Area","29","169","Pulaski County, Missouri"
"22800","Fort Madison-Keokuk, IA-IL-MO Micro Area","17","067","Hancock County, Illinois"
"22800","Fort Madison-Keokuk, IA-IL-MO Micro Area","19","111","Lee County, Iowa"
"22800","Fort Madison-Keokuk, IA-IL-MO Micro Area","29","045","Clark County, Missouri"
"22820","Fort Morgan, CO Micro Area","08","087","Morgan County, Colorado"
"22860","Fort Polk South, LA Micro Area","22","115","Vernon Parish, Louisiana"
"22900","Fort Smith, AR-OK Metro Area","05","033","Crawford County, Arkansas"
"22900","Fort Smith, AR-OK Metro Area","05","131","Sebastian County, Arkansas"
"22900","Fort Smith, AR-OK Metro Area","40","079","Le Flore County, Oklahoma"
"22900","Fort Smith, AR-OK Metro Area","40","135","Sequoyah County, Oklahoma"
"23060","Fort Wayne, IN Metro Area","18","003","Allen County, Indiana"
"23060","Fort Wayne, IN Metro Area","18","179","Wells County, Indiana"
"23060","Fort Wayne, IN Metro Area","18","183","Whitley County, Indiana"
"23140","Frankfort, IN Micro Area","18","023","Clinton County, Indiana"
"23180","Frankfort, KY Micro Area","21","005","Anderson County, Kentucky"
"23180","Frankfort, KY Micro Area","21","073","Franklin County, Kentucky"
"23240","Fredericksburg, TX Micro Area","48","171","Gillespie County, Texas"
"23300","Freeport, IL Micro Area","17","177","Stephenson County, Illinois"
"23340","Fremont, NE Micro Area","31","053","Dodge County, Nebraska"
"23380","Fremont, OH Micro Area","39","143","Sandusky County, Ohio"
"23420","Fresno, CA Metro Area","06","019","Fresno County, California"
"23460","Gadsden, AL Metro Area","01","055","Etowah County, Alabama"
"23500","Gaffney, SC Micro Area","45","021","Cherokee County, South Carolina"
"23540","Gainesville, FL Metro Area","12","001","Alachua County, Florida"
"23540","Gainesville, FL Metro Area","12","041","Gilchrist County, Florida"
"23580","Gainesville, GA Metro Area","13","139","Hall County, Georgia"
"23620","Gainesville, TX Micro Area","48","097","Cooke County, Texas"
"23660","Galesburg, IL Micro Area","17","095","Knox County, Illinois"
"23700","Gallup, NM Micro Area","35","031","McKinley County, New Mexico"
"23780","Garden City, KS Micro Area","20","055","Finney County, Kansas"
"23780","Garden City, KS Micro Area","20","093","Kearny County, Kansas"
"23820","Gardnerville Ranchos, NV Micro Area","32","005","Douglas County, Nevada"
"23860","Georgetown, SC Micro Area","45","043","Georgetown County, South Carolina"
"23900","Gettysburg, PA Metro Area","42","001","Adams County, Pennsylvania"
"23940","Gillette, WY Micro Area","56","005","Campbell County, Wyoming"
"23980","Glasgow, KY Micro Area","21","009","Barren County, Kentucky"
"23980","Glasgow, KY Micro Area","21","169","Metcalfe County, Kentucky"
"24020","Glens Falls, NY Metro Area","36","113","Warren County, New York"
"24020","Glens Falls, NY Metro Area","36","115","Washington County, New York"
"24060","Glenwood Springs, CO Micro Area","08","045","Garfield County, Colorado"
"24060","Glenwood Springs, CO Micro Area","08","097","Pitkin County, Colorado"
"24100","Gloversville, NY Micro Area","36","035","Fulton County, New York"
"24140","Goldsboro, NC Metro Area","37","191","Wayne County, North Carolina"
"24220","Grand Forks, ND-MN Metro Area","27","119","Polk County, Minnesota"
"24220","Grand Forks, ND-MN Metro Area","38","035","Grand Forks County, North Dakota"
"24260","Grand Island, NE Metro Area","31","079","Hall County, Nebraska"
"24260","Grand Island, NE Metro Area","31","081","Hamilton County, Nebraska"
"24260","Grand Island, NE Metro Area","31","093","Howard County, Nebraska"
"24260","Grand Island, NE Metro Area","31","121","Merrick County, Nebraska"
"24300","Grand Junction, CO Metro Area","08","077","Mesa County, Colorado"
"24340","Grand Rapids-Wyoming, MI Metro Area","26","015","Barry County, Michigan"
"24340","Grand Rapids-Wyoming, MI Metro Area","26","081","Kent County, Michigan"
"24340","Grand Rapids-Wyoming, MI Metro Area","26","117","Montcalm County, Michigan"
"24340","Grand Rapids-Wyoming, MI Metro Area","26","139","Ottawa County, Michigan"
"24380","Grants, NM Micro Area","35","006","Cibola County, New Mexico"
"24420","Grants Pass, OR Metro Area","41","033","Josephine County, Oregon"
"24460","Great Bend, KS Micro Area","20","009","Barton County, Kansas"
"24500","Great Falls, MT Metro Area","30","013","Cascade County, Montana"
"24540","Greeley, CO Metro Area","08","123","Weld County, Colorado"
"24580","Green Bay, WI Metro Area","55","009","Brown County, Wisconsin"
"24580","Green Bay, WI Metro Area","55","061","Kewaunee County, Wisconsin"
"24580","Green Bay, WI Metro Area","55","083","Oconto County, Wisconsin"
"24620","Greeneville, TN Micro Area","47","059","Greene County, Tennessee"
"24640","Greenfield Town, MA Micro Area","25","011","Franklin County, Massachusetts"
"24660","Greensboro-High Point, NC Metro Area","37","081","Guilford County, North Carolina"
"24660","Greensboro-High Point, NC Metro Area","37","151","Randolph County, North Carolina"
"24660","Greensboro-High Point, NC Metro Area","37","157","Rockingham County, North Carolina"
"24700","Greensburg, IN Micro Area","18","031","Decatur County, Indiana"
"24740","Greenville, MS Micro Area","28","151","Washington County, Mississippi"
"24780","Greenville, NC Metro Area","37","147","Pitt County, North Carolina"
"24820","Greenville, OH Micro Area","39","037","Darke County, Ohio"
"24860","Greenville-Anderson-Mauldin, SC Metro Area","45","007","Anderson County, South Carolina"
"24860","Greenville-Anderson-Mauldin, SC Metro Area","45","045","Greenville County, South Carolina"
"24860","Greenville-Anderson-Mauldin, SC Metro Area","45","059","Laurens County, South Carolina"
"24860","Greenville-Anderson-Mauldin, SC Metro Area","45","077","Pickens County, South Carolina"
"24900","Greenwood, MS Micro Area","28","015","Carroll County, Mississippi"
"24900","Greenwood, MS Micro Area","28","083","Leflore County, Mississippi"
"24940","Greenwood, SC Micro Area","45","001","Abbeville County, South Carolina"
"24940","Greenwood, SC Micro Area","45","047","Greenwood County, South Carolina"
"24980","Grenada, MS Micro Area","28","043","Grenada County, Mississippi"
"25060","Gulfport-Biloxi-Pascagoula, MS Metro Area","28","045","Hancock County, Mississippi"
"25060","Gulfport-Biloxi-Pascagoula, MS Metro Area","28","047","Harrison County, Mississippi"
"25060","Gulfport-Biloxi-Pascagoula, MS Metro Area","28","059","Jackson County, Mississippi"
"25100","Guymon, OK Micro Area","40","139","Texas County, Oklahoma"
"25180","Hagerstown-Martinsburg, MD-WV Metro Area","24","043","Washington County, Maryland"
"25180","Hagerstown-Martinsburg, MD-WV Metro Area","54","003","Berkeley County, West Virginia"
"25200","Hailey, ID Micro Area","16","013","Blaine County, Idaho"
"25200","Hailey, ID Micro Area","16","025","Camas County, Idaho"
"25200","Hailey, ID Micro Area","16","063","Lincoln County, Idaho"
"25220","Hammond, LA Metro Area","22","105","Tangipahoa Parish, Louisiana"
"25260","Hanford-Corcoran, CA Metro Area","06","031","Kings County, California"
"25300","Hannibal, MO Micro Area","29","127","Marion County, Missouri"
"25300","Hannibal, MO Micro Area","29","173","Ralls County, Missouri"
"25420","Harrisburg-Carlisle, PA Metro Area","42","041","Cumberland County, Pennsylvania"
"25420","Harrisburg-Carlisle, PA Metro Area","42","043","Dauphin County, Pennsylvania"
"25420","Harrisburg-Carlisle, PA Metro Area","42","099","Perry County, Pennsylvania"
"25460","Harrison, AR Micro Area","05","009","Boone County, Arkansas"
"25460","Harrison, AR Micro Area","05","101","Newton County, Arkansas"
"25500","Harrisonburg, VA Metro Area","51","165","Rockingham County, Virginia"
"25500","Harrisonburg, VA Metro Area","51","660","Harrisonburg city, Virginia"
"25540","Hartford-West Hartford-East Hartford, CT Metro Area","09","003","Hartford County, Connecticut"
"25540","Hartford-West Hartford-East Hartford, CT Metro Area","09","007","Middlesex County, Connecticut"
"25540","Hartford-West Hartford-East Hartford, CT Metro Area","09","013","Tolland County, Connecticut"
"25580","Hastings, NE Micro Area","31","001","Adams County, Nebraska"
"25620","Hattiesburg, MS Metro Area","28","035","Forrest County, Mississippi"
"25620","Hattiesburg, MS Metro Area","28","073","Lamar County, Mississippi"
"25620","Hattiesburg, MS Metro Area","28","111","Perry County, Mississippi"
"25700","Hays, KS Micro Area","20","051","Ellis County, Kansas"
"25720","Heber, UT Micro Area","49","051","Wasatch County, Utah"
"25740","Helena, MT Micro Area","30","043","Jefferson County, Montana"
"25740","Helena, MT Micro Area","30","049","Lewis and Clark County, Montana"
"25760","Helena-West Helena, AR Micro Area","05","107","Phillips County, Arkansas"
"25780","Henderson, NC Micro Area","37","181","Vance County, North Carolina"
"25820","Hereford, TX Micro Area","48","117","Deaf Smith County, Texas"
"25840","Hermiston-Pendleton, OR Micro Area","41","049","Morrow County, Oregon"
"25840","Hermiston-Pendleton, OR Micro Area","41","059","Umatilla County, Oregon"
"25860","Hickory-Lenoir-Morganton, NC Metro Area","37","003","Alexander County, North Carolina"
"25860","Hickory-Lenoir-Morganton, NC Metro Area","37","023","Burke County, North Carolina"
"25860","Hickory-Lenoir-Morganton, NC Metro Area","37","027","Caldwell County, North Carolina"
"25860","Hickory-Lenoir-Morganton, NC Metro Area","37","035","Catawba County, North Carolina"
"25880","Hillsdale, MI Micro Area","26","059","Hillsdale County, Michigan"
"25900","Hilo, HI Micro Area","15","001","Hawaii County, Hawaii"
"25940","Hilton Head Island-Bluffton-Beaufort, SC Metro Area","45","013","Beaufort County, South Carolina"
"25940","Hilton Head Island-Bluffton-Beaufort, SC Metro Area","45","053","Jasper County, South Carolina"
"25980","Hinesville, GA Metro Area","13","179","Liberty County, Georgia"
"25980","Hinesville, GA Metro Area","13","183","Long County, Georgia"
"26020","Hobbs, NM Micro Area","35","025","Lea County, New Mexico"
"26090","Holland, MI Micro Area","26","005","Allegan County, Michigan"
"26140","Homosassa Springs, FL Metro Area","12","017","Citrus County, Florida"
"26220","Hood River, OR Micro Area","41","027","Hood River County, Oregon"
"26300","Hot Springs, AR Metro Area","05","051","Garland County, Arkansas"
"26340","Houghton, MI Micro Area","26","061","Houghton County, Michigan"
"26340","Houghton, MI Micro Area","26","083","Keweenaw County, Michigan"
"26380","Houma-Thibodaux, LA Metro Area","22","057","Lafourche Parish, Louisiana"
"26380","Houma-Thibodaux, LA Metro Area","22","109","Terrebonne Parish, Louisiana"
"26420","Houston-The Woodlands-Sugar Land, TX Metro Area","48","015","Austin County, Texas"
"26420","Houston-The Woodlands-Sugar Land, TX Metro Area","48","039","Brazoria County, Texas"
"26420","Houston-The Woodlands-Sugar Land, TX Metro Area","48","071","Chambers County, Texas"
"26420","Houston-The Woodlands-Sugar Land, TX Metro Area","48","157","Fort Bend County, Texas"
"26420","Houston-The Woodlands-Sugar Land, TX Metro Area","48","167","Galveston County, Texas"
